ft,bt,transmission,price,Seats,Mileage,city
Petrol,Hatchback,Manual,3.0,5,16.47,jaipur
Diesel,SUV,Manual,18.9,5,17.1,jaipur
Petrol,Sedan,Manual,5.79,5,19.5,jaipur
Petrol,Hatchback,Manual,2.98,5,20.3,jaipur
Petrol,Sedan,Manual,5.95,5,19.5,jaipur
Petrol,Hatchback,Manual,5.44,5,18.6,jaipur
Petrol,Sedan,Automatic,8.95,5,20.28,jaipur
Diesel,Hatchback,Manual,4.25,5,20.14,jaipur
Petrol,Sedan,Manual,2.44,5,12.8,jaipur
Diesel,SUV,Manual,15.55,7,13.0,jaipur
Diesel,Sedan,Automatic,14.5,5,17.68,jaipur
Petrol,Hatchback,Automatic,3.7,5,23.01,jaipur
Diesel,SUV,Automatic,15.25,5,18.0,jaipur
Petrol,Hatchback,Manual,2.9,5,23.01,jaipur
Diesel,Hatchback,Manual,5.25,5,28.4,jaipur
Diesel,MUV,Manual,2.85,8,12.8,jaipur
Petrol,Hatchback,Manual,6.5,5,21.4,jaipur
Diesel,Hatchback,Manual,5.75,5,22.54,jaipur
Petrol,Sedan,Manual,1.7,5,17.7,jaipur
Petrol,Hatchback,Manual,5.9,5,20.7,jaipur
Petrol,Hatchback,Automatic,7.53,5,17.4,jaipur
Petrol,Hatchback,Automatic,4.25,5,18.9,jaipur
Petrol,Hatchback,Manual,5.87,5,21.4,jaipur
Petrol,Hatchback,Manual,5.8,5,20.7,jaipur
Petrol,Sedan,Manual,5.3,5,17.8,jaipur
Diesel,SUV,Manual,4.0,7,15.96,jaipur
Petrol,Sedan,Manual,3.0,5,17.57,jaipur
Diesel,SUV,Automatic,15.95,7,12.55,jaipur
Diesel,Sedan,Manual,3.8,5,25.83,jaipur
Petrol,Hatchback,Manual,6.25,5,18.6,jaipur
Diesel,Hatchback,Manual,5.25,5,20.14,jaipur
Petrol,Hatchback,Manual,8.5,5,22.35,jaipur
Petrol,SUV,Manual,14.9,5,16.8,jaipur
Diesel,Sedan,Manual,1.9,5,18.3,jaipur
Petrol,Hatchback,Manual,3.75,5,21.46,jaipur
Petrol,SUV,Manual,1.8,5,13.1,jaipur
Diesel,SUV,Manual,9.5,7,16.0,jaipur
Petrol,Sedan,Manual,3.83,5,22.41,jaipur
Petrol,Hatchback,Manual,7.13,5,21.01,jaipur
Diesel,SUV,Manual,5.2,7,12.05,jaipur
Diesel,Sedan,Automatic,6.55,5,28.4,jaipur
Petrol,Hatchback,Automatic,3.13,5,22.5,jaipur
Diesel,Hatchback,Manual,5.75,5,22.54,jaipur
Diesel,Sedan,Manual,6.75,5,21.13,jaipur
Diesel,SUV,Manual,8.25,5,24.3,jaipur
Diesel,SUV,Automatic,20.75,7,12.62,jaipur
Petrol,Hatchback,Manual,4.45,5,20.3,jaipur
Diesel,Hatchback,Manual,3.5,5,24.0,jaipur
Petrol,SUV,Manual,13.0,5,19.2,jaipur
Diesel,SUV,Manual,3.3,7,15.1,jaipur
Petrol,Hatchback,Automatic,7.5,5,20.7,jaipur
Petrol,Hatchback,Automatic,7.5,5,20.7,jaipur
Petrol,MUV,Manual,6.7,7,20.0,jaipur
Petrol,SUV,Manual,8.95,5,17.03,jaipur
Petrol,Hatchback,Manual,0.9,5,15.26,jaipur
Petrol,Hatchback,Automatic,3.65,5,26.0,jaipur
Diesel,SUV,Manual,3.47,5,19.01,jaipur
Diesel,SUV,Manual,14.7,5,17.0,jaipur
Petrol,Hatchback,Manual,3.09,5,19.4,jaipur
Petrol,Sedan,Manual,5.86,5,17.8,jaipur
Diesel,SUV,Manual,9.0,5,25.5,jaipur
Petrol,SUV,Manual,9.0,5,16.0,jaipur
Diesel,SUV,Manual,15.5,5,17.41,jaipur
Diesel,SUV,Automatic,23.0,7,12.83,jaipur
Diesel,SUV,Automatic,32.0,5,15.68,jaipur
Petrol,Hatchback,Manual,2.55,5,20.36,jaipur
Diesel,SUV,Manual,3.55,5,19.87,jaipur
Diesel,SUV,Manual,6.5,5,19.87,jaipur
Diesel,Hatchback,Manual,2.75,5,24.0,jaipur
Diesel,Sedan,Manual,1.5,5,19.68,jaipur
Diesel,SUV,Automatic,9.0,5,17.01,jaipur
Diesel,Sedan,Automatic,25.0,5,20.37,jaipur
Petrol,Hatchback,Manual,6.0,5,22.0,jaipur
Diesel,Sedan,Automatic,9.75,5,18.88,jaipur
Diesel,Hatchback,Manual,4.75,5,28.4,jaipur
Petrol,Hatchback,Automatic,8.01,5,22.56,jaipur
Diesel,Sedan,Manual,3.5,5,20.5,jaipur
Petrol,Hatchback,Manual,5.32,5,18.6,jaipur
Petrol,Hatchback,Manual,5.25,5,16.47,jaipur
Petrol,Sedan,Manual,1.7,5,13.5,jaipur
Petrol,Hatchback,Manual,2.25,5,19.0,jaipur
Diesel,SUV,Manual,16.0,7,16.36,jaipur
Petrol,Hatchback,Manual,2.5,5,21.79,jaipur
Diesel,Sedan,Manual,3.0,5,22.32,jaipur
Diesel,Sedan,Manual,10.0,5,22.0,jaipur
Petrol,Hatchback,Manual,4.2,5,20.3,jaipur
Diesel,Hatchback,Manual,3.0,5,22.07,jaipur
Diesel,Hatchback,Manual,6.75,5,22.54,jaipur
Diesel,Hatchback,Manual,6.25,5,25.2,jaipur
Petrol,SUV,Automatic,12.9,5,12.0,jaipur
Petrol,Hatchback,Manual,1.1,5,18.6,jaipur
Diesel,Sedan,Manual,2.17,5,18.3,jaipur
Diesel,SUV,Manual,2.5,7,13.93,jaipur
Petrol,Sedan,Automatic,7.15,5,18.0,jaipur
Petrol,Hatchback,Automatic,3.56,5,23.01,jaipur
Diesel,Sedan,Manual,5.25,5,26.0,jaipur
Petrol,Hatchback,Manual,3.41,5,20.51,jaipur
Petrol,Hatchback,Manual,4.43,5,18.9,jaipur
Petrol,Hatchback,Manual,2.25,5,19.0,jaipur
Petrol,Hatchback,Manual,3.0,5,19.49,jaipur
Petrol,SUV,Manual,7.5,5,17.03,jaipur
Diesel,Sedan,Manual,4.9,5,26.59,jaipur
Diesel,MUV,Manual,4.5,7,20.77,jaipur
Petrol,Hatchback,Manual,4.25,5,18.9,jaipur
Petrol,SUV,Automatic,4.9,5,15.63,jaipur
Diesel,Sedan,Manual,1.5,5,17.0,jaipur
Petrol,Sedan,Manual,8.95,5,17.0,jaipur
Diesel,Sedan,Manual,4.9,5,26.59,jaipur
Diesel,Hatchback,Automatic,8.75,5,20.0,jaipur
Diesel,SUV,Manual,14.5,5,16.35,jaipur
Diesel,Sedan,Manual,6.25,5,25.8,jaipur
Petrol,SUV,Manual,8.5,5,16.82,jaipur
Petrol,Sedan,Manual,8.59,5,18.97,jaipur
Petrol,Hatchback,Manual,2.78,5,19.81,jaipur
Diesel,Sedan,Manual,5.5,5,22.32,jaipur
Petrol,Hatchback,Manual,3.04,5,22.05,jaipur
Petrol,Sedan,Manual,3.71,5,18.0,jaipur
Diesel,Sedan,Manual,1.25,5,17.5,jaipur
Diesel,SUV,Automatic,12.5,5,17.6,jaipur
Diesel,Sedan,Manual,3.39,5,18.3,jaipur
Petrol,Hatchback,Manual,0.7,5,19.7,jaipur
Petrol,Hatchback,Manual,6.95,5,22.0,jaipur
Diesel,Hatchback,Manual,6.85,5,26.2,jaipur
Petrol,Hatchback,Manual,0.6,4,26.0,jaipur
Petrol,Hatchback,Automatic,3.79,5,20.51,jaipur
Petrol,Hatchback,Automatic,2.53,5,16.98,jaipur
Diesel,Sedan,Manual,2.95,5,26.59,jaipur
Petrol,Hatchback,Manual,4.95,5,18.9,jaipur
Petrol,Hatchback,Manual,2.0,5,17.5,jaipur
Diesel,Hatchback,Manual,1.75,5,21.9,jaipur
Diesel,Hatchback,Manual,1.75,5,21.9,jaipur
Diesel,Hatchback,Manual,3.22,5,24.0,jaipur
Petrol,Hatchback,Automatic,3.38,5,23.95,jaipur
Diesel,SUV,Automatic,6.8,7,16.0,jaipur
Petrol,Hatchback,Manual,2.73,5,22.05,jaipur
Petrol,Hatchback,Manual,4.73,5,23.84,jaipur
Petrol,Sedan,Manual,1.5,5,16.2,jaipur
Diesel,SUV,Manual,6.0,7,14.1,jaipur
Petrol,SUV,Manual,13.7,4,15.2,jaipur
Petrol,SUV,Manual,9.25,5,18.2,jaipur
Petrol,SUV,Manual,13.5,5,20.08,jaipur
Petrol,Hatchback,Manual,0.6,5,15.3,jaipur
Petrol,Sedan,Manual,6.5,5,22.41,jaipur
Petrol,Sedan,Manual,3.5,5,16.8,jaipur
Diesel,SUV,Manual,13.7,5,20.1,jaipur
Petrol,Hatchback,Manual,2.95,5,17.71,jaipur
Petrol,Hatchback,Manual,0.75,4,16.1,jaipur
Petrol,Sedan,Manual,0.5,5,15.0,jaipur
Diesel,Hatchback,Manual,2.4,5,22.07,jaipur
Diesel,Sedan,Manual,3.2,5,27.4,jaipur
Petrol,Sedan,Automatic,15.0,5,15.1,jaipur
Petrol,SUV,Manual,7.45,5,20.5,jaipur
Petrol,Hatchback,Manual,2.25,5,23.01,jaipur
Petrol,Hatchback,Manual,3.32,5,22.25,jaipur
Petrol,Hatchback,Automatic,7.75,5,22.56,jaipur
Petrol,Sedan,Manual,10.5,5,17.69,jaipur
Petrol,Hatchback,Manual,4.75,5,18.78,jaipur
Diesel,Sedan,Manual,3.25,5,24.8,jaipur
Petrol,SUV,Automatic,14.0,5,16.0,jaipur
Petrol,Hatchback,Manual,1.45,5,21.1,jaipur
Petrol,Sedan,Manual,2.5,5,19.1,jaipur
Petrol,SUV,Automatic,10.25,5,16.35,jaipur
Petrol,Sedan,Manual,5.0,5,22.41,jaipur
Petrol,Hatchback,Manual,3.0,5,25.17,jaipur
Petrol,Sedan,Automatic,30.0,5,15.1,jaipur
Diesel,SUV,Manual,10.0,5,20.0,jaipur
Diesel,SUV,Automatic,7.5,7,13.01,jaipur
Petrol,Hatchback,Automatic,4.6,5,18.9,jaipur
Petrol,Hatchback,Manual,4.3,5,20.51,jaipur
Diesel,SUV,Manual,15.25,5,20.8,jaipur
Petrol,Hatchback,Manual,0.55,4,26.0,jaipur
Diesel,MUV,Manual,6.5,7,12.99,jaipur
Diesel,Sedan,Automatic,11.4,5,22.0,jaipur
Diesel,Hatchback,Manual,1.9,5,20.0,jaipur
Petrol,Hatchback,Manual,4.5,5,16.2,jaipur
Petrol,Hatchback,Manual,1.0,5,18.6,jaipur
Diesel,Hatchback,Manual,2.0,5,21.1,jaipur
Petrol,Hatchback,Manual,2.45,5,20.92,jaipur
Petrol,Sedan,Manual,3.4,5,17.0,jaipur
Diesel,SUV,Manual,6.0,9,15.4,jaipur
Petrol,Sedan,Manual,3.34,5,18.0,jaipur
Petrol,Hatchback,Manual,2.43,5,25.17,jaipur
Petrol,Sedan,Manual,6.1,5,19.5,jaipur
Petrol,Hatchback,Manual,3.49,5,18.5,jaipur
Petrol,Hatchback,Manual,5.14,5,23.84,jaipur
Diesel,SUV,Manual,3.0,7,11.57,jaipur
Petrol,Sedan,Manual,7.25,5,22.41,jaipur
Diesel,Sedan,Manual,4.6,5,23.9,jaipur
Diesel,Sedan,Manual,4.5,5,22.32,jaipur
Diesel,MUV,Manual,3.2,7,13.6,jaipur
Diesel,SUV,Manual,8.5,5,21.7,jaipur
Diesel,Sedan,Manual,5.0,5,20.54,jaipur
Diesel,Hatchback,Manual,5.5,5,20.14,jaipur
Petrol,Hatchback,Manual,5.6,5,21.79,jaipur
Diesel,SUV,Manual,8.0,5,21.7,jaipur
Petrol,Hatchback,Automatic,1.8,5,17.8,jaipur
Petrol,Hatchback,Manual,2.7,5,24.39,jaipur
Petrol,Sedan,Automatic,7.35,5,20.1,jaipur
Petrol,Hatchback,Manual,3.08,5,21.1,jaipur
Petrol,Hatchback,Manual,3.8,5,22.05,jaipur
Diesel,Hatchback,Manual,4.6,5,28.4,jaipur
Petrol,SUV,Manual,6.57,5,17.5,jaipur
Petrol,Hatchback,Manual,2.55,5,22.05,jaipur
Petrol,Hatchback,Manual,4.5,5,18.78,jaipur
Petrol,Hatchback,Manual,4.8,5,18.6,jaipur
Diesel,SUV,Manual,8.25,7,16.5,jaipur
Diesel,SUV,Automatic,8.95,5,24.3,jaipur
Diesel,Hatchback,Manual,4.5,5,20.14,jaipur
Diesel,SUV,Manual,5.9,5,21.7,jaipur
Diesel,Hatchback,Manual,6.7,5,22.54,jaipur
Diesel,Hatchback,Manual,2.3,5,17.8,jaipur
Diesel,Sedan,Automatic,14.25,5,19.59,jaipur
Diesel,Sedan,Manual,8.1,5,21.13,jaipur
Petrol,MUV,Automatic,17.9,6,16.5,jaipur
Diesel,Hatchback,Manual,1.89,5,23.2,jaipur
Diesel,SUV,Manual,18.9,5,17.1,jaipur
Petrol,Hatchback,Manual,0.28001,5,15.0,jaipur
Diesel,Sedan,Manual,2.7,5,25.8,jaipur
Petrol,Hatchback,Automatic,4.1,5,23.84,jaipur
Petrol,Hatchback,Manual,2.96,5,19.81,jaipur
Diesel,Sedan,Automatic,23.5,5,16.36,jaipur
Petrol,Sedan,Manual,5.76,5,19.5,jaipur
Diesel,Hatchback,Manual,6.23,5,20.14,jaipur
Diesel,Hatchback,Manual,0.8,5,18.0,jaipur
Diesel,SUV,Automatic,31.9,5,15.26,jaipur
Petrol,Sedan,Manual,0.3584,5,11.9,jaipur
Petrol,Sedan,Manual,7.5,5,18.6,jaipur
Diesel,SUV,Automatic,17.65,5,14.16,jaipur
Diesel,Sedan,Manual,9.0,5,22.7,jaipur
Petrol,SUV,Manual,9.5,5,17.33,jaipur
Diesel,Sedan,Manual,4.5,5,17.9,jaipur
Diesel,SUV,Automatic,8.95,5,24.3,jaipur
Petrol,Hatchback,Manual,2.5,5,20.36,jaipur
Petrol,SUV,Automatic,12.85,5,12.0,jaipur
Petrol,Hatchback,Manual,3.25,5,19.49,jaipur
Petrol,SUV,Manual,13.9,5,16.8,jaipur
Petrol,Sedan,Manual,8.23,5,17.0,jaipur
Petrol,SUV,Automatic,13.95,5,16.5,jaipur
Diesel,MUV,Manual,7.9,7,12.99,jaipur
Petrol,Hatchback,Manual,3.42,5,22.25,jaipur
Diesel,Sedan,Manual,2.7,5,25.8,jaipur
Diesel,Sedan,Manual,3.58,5,25.8,jaipur
Diesel,Sedan,Manual,5.0,5,26.59,jaipur
Diesel,Sedan,Manual,4.1,5,23.4,jaipur
Petrol,SUV,Manual,6.5,5,18.75,jaipur
Petrol,Sedan,Automatic,22.9,5,15.1,jaipur
Petrol,SUV,Automatic,15.0,5,13.96,jaipur
Petrol,Hatchback,Manual,3.8,5,20.51,jaipur
Diesel,Sedan,Automatic,17.0,5,22.69,jaipur
Diesel,SUV,Manual,4.5,9,12.05,jaipur
Petrol,Hatchback,Manual,5.0,5,18.6,jaipur
Diesel,SUV,Manual,9.45,5,20.8,jaipur
Diesel,SUV,Manual,5.25,7,21.9,jaipur
Diesel,SUV,Manual,9.75,5,23.7,jaipur
Diesel,Sedan,Manual,5.64,5,17.5,jaipur
Petrol,Hatchback,Manual,3.26,5,19.81,jaipur
Petrol,Hatchback,Manual,4.65,5,18.6,jaipur
Petrol,Hatchback,Manual,1.8,5,18.9,jaipur
Diesel,Sedan,Manual,7.1,5,28.4,jaipur
Petrol,Sedan,Manual,7.94,5,17.0,jaipur
Petrol,Sedan,Manual,4.65,5,20.85,jaipur
Diesel,Hatchback,Manual,1.5,5,21.9,jaipur
Diesel,Sedan,Manual,5.2,5,26.0,jaipur
Diesel,Sedan,Manual,3.61,5,18.3,jaipur
Diesel,Sedan,Manual,3.9,5,21.64,jaipur
Diesel,SUV,Automatic,24.5,7,11.5,jaipur
Petrol,Hatchback,Manual,0.93982,5,21.1,jaipur
Petrol,Hatchback,Manual,6.0,5,21.01,jaipur
Petrol,Sedan,Automatic,3.95,5,14.53,jaipur
Petrol,Sedan,Manual,9.8,5,17.7,jaipur
Petrol,Hatchback,Manual,3.6,5,20.51,jaipur
Petrol,Hatchback,Manual,0.68063,5,19.7,jaipur
Diesel,Sedan,Automatic,12.5,5,14.84,jaipur
Diesel,SUV,Automatic,18.5,5,14.16,jaipur
Petrol,Hatchback,Manual,4.5,5,20.4,jaipur
Petrol,Sedan,Automatic,7.35,5,20.1,jaipur
Petrol,Hatchback,Manual,4.85,5,18.9,jaipur
Diesel,Hatchback,Manual,4.29,5,22.9,jaipur
Petrol,Hatchback,Manual,3.47,5,20.51,jaipur
Diesel,Sedan,Automatic,6.95,5,19.08,jaipur
Diesel,SUV,Automatic,24.5,5,11.7,jaipur
Diesel,SUV,Manual,23.25,5,17.32,jaipur
Petrol,Sedan,Manual,4.0,5,19.1,jaipur
Petrol,Hatchback,Manual,9.0,5,19.33,jaipur
Diesel,SUV,Manual,13.0,7,13.0,jaipur
Petrol,Sedan,Automatic,3.3,5,14.3,jaipur
Petrol,Hatchback,Manual,2.5,5,20.51,jaipur
Diesel,SUV,Manual,15.75,5,20.8,jaipur
Petrol,SUV,Automatic,14.75,5,16.5,jaipur
Diesel,Sedan,Automatic,2.25,5,14.84,jaipur
Diesel,Sedan,Automatic,13.7,5,15.2,jaipur
Petrol,SUV,Manual,9.0,5,16.5,jaipur
Diesel,Sedan,Manual,3.0,5,24.4,jaipur
Petrol,Hatchback,Manual,0.6,5,18.0,jaipur
Petrol,Hatchback,Manual,2.72,5,22.05,jaipur
Petrol,Hatchback,Manual,5.09,5,22.38,jaipur
Diesel,Hatchback,Manual,4.7,5,27.39,jaipur
Petrol,Hatchback,Manual,5.44,5,22.38,jaipur
Petrol,Sedan,Manual,1.42,5,13.2,jaipur
Petrol,Hatchback,Manual,3.45,5,20.36,jaipur
Diesel,Sedan,Manual,9.65,5,21.13,jaipur
Petrol,Sedan,Manual,2.8,5,17.5,jaipur
Diesel,MUV,Manual,4.5,7,20.77,jaipur
Diesel,SUV,Automatic,11.3,5,17.8,jaipur
Diesel,SUV,Manual,7.75,5,23.0,jaipur
Diesel,SUV,Manual,2.16,5,20.45,jaipur
Petrol,Hatchback,Manual,6.0,5,18.6,jaipur
Petrol,Sedan,Automatic,20.9,5,19.2,jaipur
Diesel,SUV,Manual,10.12,7,15.1,jaipur
Petrol,Hatchback,Manual,6.3,5,22.38,jaipur
Diesel,SUV,Manual,5.9,7,14.1,jaipur
Diesel,Sedan,Automatic,38.0,5,14.47,jaipur
Petrol,Sedan,Manual,8.75,5,17.0,jaipur
Petrol,Sedan,Manual,11.1,5,19.47,jaipur
Petrol,Hatchback,Manual,2.8,5,21.1,jaipur
Petrol,Hatchback,Manual,3.64,5,22.38,jaipur
Petrol,Hatchback,Manual,3.52,5,22.25,jaipur
Petrol,Hatchback,Manual,2.15,5,19.49,jaipur
Diesel,Sedan,Manual,3.0,5,20.54,jaipur
Petrol,Hatchback,Manual,2.31,5,20.36,jaipur
Diesel,Sedan,Manual,11.56,5,25.0,jaipur
Diesel,Hatchback,Manual,4.0,5,22.9,jaipur
Petrol,Hatchback,Manual,5.0,5,18.6,jaipur
Diesel,Hatchback,Manual,3.5,5,22.9,jaipur
Petrol,Hatchback,Automatic,3.85,5,16.5,jaipur
Petrol,Minivans,Manual,0.94353,8,16.8,jaipur
Petrol,Hatchback,Manual,0.96295,5,22.74,jaipur
Petrol,Hatchback,Manual,1.17,5,18.5,jaipur
Petrol,Hatchback,Manual,5.37,5,19.33,jaipur
Diesel,Sedan,Automatic,6.78,5,28.4,jaipur
Petrol,Sedan,Manual,5.41,5,19.5,jaipur
Petrol,Hatchback,Manual,5.78,5,18.6,jaipur
Petrol,Hatchback,Manual,2.0,5,21.1,jaipur
Petrol,SUV,Manual,7.5,5,17.03,jaipur
Diesel,Hatchback,Manual,6.75,5,22.54,jaipur
Petrol,SUV,Manual,8.95,5,17.03,jaipur
Petrol,Hatchback,Manual,4.2,5,18.9,jaipur
Petrol,Hatchback,Manual,5.5,5,21.01,jaipur
Petrol,Sedan,Manual,7.25,5,22.41,jaipur
Diesel,SUV,Manual,4.2,5,22.7,jaipur
Petrol,Sedan,Manual,1.5,5,13.5,jaipur
Diesel,Sedan,Manual,7.85,5,23.9,jaipur
Petrol,Hatchback,Manual,4.6,5,19.33,jaipur
Petrol,Sedan,Manual,7.5,5,20.73,jaipur
Petrol,Sedan,Manual,0.73,5,13.0,jaipur
Diesel,MUV,Manual,1.08,7,13.6,jaipur
Petrol,Hatchback,Manual,4.19,5,25.24,jaipur
Petrol,SUV,Manual,5.49,5,15.85,jaipur
Petrol,Sedan,Manual,7.1,5,22.41,jaipur
Petrol,Hatchback,Manual,4.26,5,22.38,jaipur
Diesel,SUV,Manual,6.33,7,15.1,jaipur
Petrol,Sedan,Manual,1.1,5,15.9,jaipur
Petrol,Hatchback,Automatic,4.4,5,22.0,jaipur
Diesel,Hatchback,Manual,2.5,5,20.0,jaipur
Diesel,Sedan,Automatic,4.77,5,15.5,jaipur
Diesel,Hatchback,Manual,4.7,5,24.0,jaipur
Diesel,Sedan,Manual,4.0,5,20.54,jaipur
Diesel,SUV,Manual,5.5,5,19.01,jaipur
Diesel,Hatchback,Automatic,5.45,5,26.8,jaipur
Diesel,Hatchback,Manual,5.65,5,21.19,jaipur
Petrol,Hatchback,Manual,4.1,5,22.05,jaipur
Petrol,Sedan,Manual,3.8,5,18.0,jaipur
Petrol,Hatchback,Automatic,4.0,5,20.51,jaipur
Petrol,Hatchback,Manual,6.5,5,21.4,jaipur
Diesel,SUV,Automatic,12.6,5,17.8,jaipur
Diesel,Hatchback,Manual,4.5,5,25.2,jaipur
Petrol,Hatchback,Manual,2.1,5,21.1,jaipur
Petrol,SUV,Manual,9.9,5,17.33,jaipur
Petrol,SUV,Manual,10.59,5,18.55,jaipur
Petrol,Hatchback,Manual,4.26,5,18.9,jaipur
Petrol,Hatchback,Manual,1.75,5,20.36,jaipur
Diesel,Hatchback,Manual,2.2,5,22.07,jaipur
Diesel,Hatchback,Manual,10.0,5,25.0,jaipur
Petrol,Hatchback,Manual,5.3,5,21.46,jaipur
Petrol,SUV,Manual,7.0,5,15.29,jaipur
Petrol,Hatchback,Manual,2.99,5,25.17,jaipur
Petrol,Hatchback,Manual,2.5,5,21.1,jaipur
Petrol,MUV,Manual,8.95,7,19.34,jaipur
Petrol,Hatchback,Manual,3.22,5,24.7,jaipur
Petrol,SUV,Manual,14.0,4,15.2,jaipur
Petrol,Sedan,Manual,1.5,5,17.7,jaipur
Petrol,Hatchback,Automatic,3.1,5,23.95,jaipur
Diesel,SUV,Manual,5.0,7,15.1,jaipur
Petrol,SUV,Manual,8.25,5,15.8,jaipur
Diesel,SUV,Manual,8.1,5,24.3,jaipur
Petrol,Sedan,Manual,6.49,5,20.5,jaipur
Petrol,Hatchback,Manual,6.7,5,21.4,jaipur
Diesel,SUV,Automatic,15.25,5,18.0,jaipur
Diesel,Hatchback,Manual,6.55,5,28.4,jaipur
Petrol,Hatchback,Manual,4.93,5,19.01,jaipur
Petrol,Hatchback,Manual,3.25,5,21.79,jaipur
Diesel,Hatchback,Automatic,5.5,5,28.4,jaipur
Petrol,Hatchback,Automatic,3.76,5,22.0,jaipur
Petrol,Hatchback,Manual,3.37,5,16.2,jaipur
Petrol,SUV,Automatic,10.45,5,16.35,jaipur
Diesel,Sedan,Manual,1.18,5,19.3,jaipur
Diesel,Sedan,Manual,4.36,5,28.09,jaipur
Petrol,SUV,Automatic,8.61,5,18.15,jaipur
Petrol,SUV,Manual,5.9,5,17.5,jaipur
Petrol,Hatchback,Manual,5.53,5,20.7,jaipur
Diesel,SUV,Manual,4.29,7,18.49,jaipur
Petrol,Hatchback,Manual,5.0,5,21.4,jaipur
Diesel,Hatchback,Manual,1.08,5,21.1,jaipur
Diesel,SUV,Manual,4.82,7,15.1,jaipur
Petrol,Sedan,Manual,4.22,5,19.5,jaipur
Petrol,Hatchback,Manual,2.06,5,20.36,jaipur
Petrol,Sedan,Manual,6.3,5,20.73,jaipur
Petrol,SUV,Automatic,13.9,5,12.0,jaipur
Diesel,Sedan,Manual,5.25,5,25.8,jaipur
Petrol,Hatchback,Manual,3.64,5,22.05,jaipur
Petrol,Hatchback,Manual,2.0,5,21.1,jaipur
Diesel,SUV,Automatic,9.75,5,17.6,jaipur
Petrol,Hatchback,Manual,2.5,6,18.15,jaipur
Diesel,SUV,Manual,13.0,5,17.0,jaipur
Diesel,Hatchback,Manual,2.0,5,17.8,jaipur
Petrol,MUV,Manual,4.5,7,17.3,jaipur
Petrol,Hatchback,Manual,1.5,5,19.81,jaipur
Diesel,Sedan,Manual,2.44,5,19.0,jaipur
Petrol,Hatchback,Manual,3.5,5,18.5,jaipur
Petrol,Sedan,Manual,1.0,5,13.0,jaipur
Diesel,Sedan,Automatic,31.0,5,19.33,jaipur
Diesel,Hatchback,Manual,1.79,5,21.9,jaipur
Diesel,SUV,Manual,9.0,7,16.5,jaipur
Petrol,Hatchback,Manual,1.9,5,20.36,jaipur
Petrol,SUV,Manual,5.47,5,20.5,jaipur
Petrol,Sedan,Manual,5.1,5,20.73,jaipur
Diesel,SUV,Automatic,16.5,5,18.5,jaipur
Petrol,SUV,Manual,10.0,5,19.2,jaipur
Diesel,Sedan,Manual,5.8,5,26.59,jaipur
Petrol,Hatchback,Manual,2.5,5,21.1,jaipur
Diesel,Hatchback,Manual,3.1,5,25.2,jaipur
Diesel,Sedan,Manual,4.0,5,28.09,jaipur
Petrol,Hatchback,Manual,0.94723,5,19.7,jaipur
Petrol,MUV,Manual,6.02,7,20.51,jaipur
Petrol,SUV,Manual,9.0,5,18.4,jaipur
Petrol,Hatchback,Manual,0.54,5,19.7,jaipur
Petrol,Hatchback,Manual,1.1,5,19.7,jaipur
Petrol,Sedan,Manual,3.0,5,18.16,jaipur
Petrol,SUV,Manual,4.17,5,18.75,jaipur
Petrol,Hatchback,Manual,3.25,5,18.9,jaipur
Petrol,SUV,Manual,12.0,5,16.5,jaipur
Diesel,Sedan,Manual,2.11,5,23.4,jaipur
Petrol,SUV,Automatic,14.5,5,16.5,jaipur
Diesel,Hatchback,Manual,2.7,5,24.0,jaipur
Diesel,Hatchback,Manual,3.0,5,21.9,jaipur
Diesel,Sedan,Manual,4.42,5,26.0,jaipur
Petrol,Hatchback,Automatic,5.08,5,21.21,jaipur
Diesel,SUV,Manual,4.0,7,15.1,jaipur
Petrol,Sedan,Manual,0.62,5,12.9,jaipur
Diesel,SUV,Manual,4.15,7,15.1,jaipur
Diesel,SUV,Manual,7.55,5,24.3,jaipur
Petrol,Hatchback,Manual,3.4,5,23.95,jaipur
Diesel,Sedan,Manual,9.0,5,22.0,jaipur
Petrol,MUV,Automatic,3.81,7,17.03,jaipur
Diesel,SUV,Manual,9.5,5,22.1,jaipur
Diesel,Sedan,Manual,5.0,5,28.09,jaipur
Petrol,Sedan,Automatic,7.31,5,18.3,jaipur
Petrol,SUV,Automatic,12.0,5,16.0,jaipur
Diesel,SUV,Manual,10.0,5,17.1,jaipur
Diesel,Hatchback,Manual,3.0,5,22.9,jaipur
Petrol,Sedan,Manual,6.07,5,20.73,jaipur
Petrol,Hatchback,Manual,0.69,5,17.3,jaipur
Diesel,Sedan,Automatic,12.75,5,16.73,jaipur
Diesel,SUV,Automatic,36.75,5,12.7,jaipur
Diesel,MUV,Manual,13.5,7,12.99,jaipur
Petrol,SUV,Automatic,14.9,5,16.0,jaipur
Diesel,SUV,Manual,7.5,7,18.49,jaipur
Diesel,Hatchback,Manual,6.75,5,27.39,jaipur
Diesel,SUV,Manual,10.5,7,11.5,jaipur
Petrol,Hatchback,Manual,2.76,5,24.39,jaipur
Petrol,Hatchback,Manual,1.82,5,20.51,jaipur
Petrol,Sedan,Manual,0.5,5,15.9,jaipur
Petrol,MUV,Manual,6.0,7,20.0,jaipur
Petrol,Hatchback,Manual,1.3,5,21.1,jaipur
Petrol,Hatchback,Manual,1.3,5,21.1,jaipur
Petrol,Hatchback,Manual,1.1,5,15.6,jaipur
