ft,bt,transmission,ownerNo,oem,model,modelYear,price,Fuel Type,Seats,Kms Driven,Transmission,Mileage
Diesel,SUV,Automatic,1,Kia,Kia Seltos,2022,19.0,Diesel,5,10000,Automatic,18.0
Petrol,SUV,Manual,2,Hyundai,Hyundai Creta,2016,7.62,Petrol,5,57437,Manual,15.29
Petrol,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,56.0,Petrol,5,8000,Automatic,12.74
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2018,5.23,Petrol,5,28151,Manual,22.38
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2017,7.65,Petrol,5,60000,Manual,15.29
Petrol,SUV,Manual,1,Kia,Kia Sonet,2021,8.95,Petrol,5,20000,Manual,18.4
Cng,Sedan,Manual,1,Hyundai,Hyundai Aura,2021,7.08,CNG,5,42682,Manual,28.0
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2017,4.0,Petrol,5,44653,Manual,18.78
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.63,Petrol,5,67823,Manual,21.01
Petrol,Hatchback,Automatic,1,Honda,Honda Brio,2014,3.9,Petrol,5,50000,Automatic,16.5
Diesel,SUV,Manual,1,Nissan,Nissan Kicks,2019,7.84,Diesel,5,97055,Manual,20.45
Petrol,Sedan,Automatic,1,Toyota,Toyota Camry,2017,21.0,Petrol,5,114000,Automatic,19.16
Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2016,23.5,Diesel,5,30000,Automatic,18.12
Petrol,MUV,Manual,1,Toyota,Toyota Innova Crysta,2022,22.5,Petrol,7,7000,Manual,8.0
Diesel,SUV,Automatic,1,MG,MG Gloster,2021,35.0,Diesel,7,34000,Automatic,12.4
Diesel,SUV,Automatic,1,BMW,BMW X1,2013,9.0,Diesel,5,29000,Automatic,17.05
Petrol,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,52.45,Petrol,5,38000,Automatic,12.74
Diesel,SUV,Manual,1,Tata,Tata Safari Storme,2013,3.5,Diesel,7,150000,Manual,14.0
Diesel,SUV,Manual,1,Hyundai,Hyundai Venue,2019,8.39,Diesel,5,83329,Manual,23.7
Petrol,Hatchback,Manual,1,Maruti,Maruti Zen Estilo,2008,1.2,Petrol,5,43000,Manual,18.2
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,7.5,Petrol,5,8000,Manual,20.7
Petrol,SUV,Automatic,1,Skoda,Skoda Kushaq,2021,12.84,Petrol,5,11404,Automatic,17.2
Petrol,SUV,Manual,2,Hyundai,Hyundai Creta,2019,8.5,Petrol,5,70000,Manual,13.0
Diesel,Hatchback,Manual,1,Tata,Tata Altroz,2023,8.7,Diesel,5,23000,Manual,23.64
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2022,6.34,Petrol,5,19044,Manual,20.89
Petrol,Sedan,Automatic,1,BMW,BMW 7 Series,2017,75.0,Petrol,5,23500,Automatic,12.5
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2019,12.5,Petrol,5,17367,Manual,15.8
Diesel,SUV,Manual,1,Kia,Kia Seltos,2020,13.25,Diesel,5,3800,Manual,20.8
Petrol,Sedan,Automatic,1,BMW,BMW 3 Series GT,2017,32.15,Petrol,5,45000,Automatic,15.34
Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2014,4.21,Petrol,5,43124,Automatic,18.9
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2020,13.0,Diesel,7,20000,Manual,15.1
Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,2017,10.0,Diesel,5,60000,Automatic,17.01
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,6.0,Petrol,5,36000,Manual,21.01
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2015,4.95,Petrol,5,44559,Automatic,18.9
Petrol,SUV,Manual,1,MG,MG Hector Plus,2022,20.5,Petrol,6,10000,Manual,14.025
Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2021,6.27,Petrol,5,37587,Manual,19.33
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2016,3.4,Petrol,5,90000,Manual,17.8
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,1.9,Petrol,5,73786,Manual,20.36
Petrol,Sedan,Automatic,1,Toyota,Toyota Corolla Altis,2009,3.0,Petrol,5,50000,Automatic,14.53
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2018,5.75,Petrol,5,22000,Manual,21.21
Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2019,7.43,Petrol,5,38103,Automatic,19.56
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2022,6.45,Petrol,5,15000,Manual,20.89
Diesel,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2018,17.0,Diesel,7,69000,Automatic,11.36
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2013,3.59,Petrol,5,48327,Manual,18.9
Petrol,Hatchback,Manual,1,Maruti,Maruti Zen Estilo,2008,1.2,Petrol,5,40000,Manual,18.2
Petrol,SUV,Manual,1,Kia,Kia Seltos,2020,11.21,Petrol,5,38967,Manual,16.5
Diesel,SUV,Manual,1,Kia,Kia Seltos,2020,13.75,Diesel,5,50000,Manual,20.8
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,5.25,Petrol,5,33000,Manual,21.01
Petrol,Sedan,Manual,1,Toyota,Toyota Etios,2014,3.75,Petrol,5,70000,Manual,16.78
Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2006,0.9,Petrol,5,120000,Manual,18.9
Diesel,SUV,Automatic,1,Isuzu,Isuzu MU-X,2018,16.99,Diesel,7,72000,Automatic,13.8
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2017,8.95,Petrol,5,58511,Manual,15.29
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,4.1,Diesel,5,60000,Manual,23.4
Diesel,SUV,Manual,3,Mahindra,Mahindra Scorpio,2019,12.5,Diesel,7,40000,Manual,16.36
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2019,5.25,Petrol,5,43500,Manual,22.0
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2019,6.25,Petrol,5,68192,Manual,17.5
Diesel,SUV,Manual,3,Mahindra,Mahindra XUV500,2017,8.5,Diesel,7,100000,Manual,16.0
Diesel,Hatchback,Manual,1,Honda,Honda Jazz,2015,3.4,Diesel,5,74872,Manual,27.3
Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2019,17.5,Diesel,7,47000,Manual,12.0
Petrol,SUV,Manual,1,Maruti,Maruti Brezza,2022,12.95,Petrol,5,9000,Manual,19.89
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2019,6.99,Petrol,5,31000,Manual,18.78
Petrol,Hatchback,Manual,2,Tata,Tata Tiago,2018,3.99,Petrol,5,33709,Manual,23.84
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2018,3.87,Petrol,5,123617,Manual,20.89
Diesel,Sedan,Automatic,1,Audi,Audi A6,2015,14.75,Diesel,5,31000,Automatic,17.68
Cng,Hatchback,Manual,1,Hyundai,Hyundai Santro,2019,4.85,CNG,5,45000,Manual,30.48
Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2014,2.95,CNG,5,82000,Manual,33.54
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2015,4.25,Petrol,5,36400,Automatic,23.1
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz S-Class,2017,71.25,Diesel,5,75000,Automatic,13.5
Petrol,Hatchback,Manual,1,Honda,Honda Brio,2013,2.5,Petrol,5,69000,Manual,19.4
Diesel,Sedan,Manual,1,Fiat,Fiat Linea,2015,3.5,Diesel,5,110000,Manual,20.4
Diesel,SUV,Automatic,1,Nissan,Nissan Terrano,2016,6.45,Diesel,5,62500,Automatic,19.61
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2021,4.6,Petrol,5,20000,Manual,22.25
Petrol,Sedan,Manual,2,Honda,Honda City,2014,4.58,Petrol,5,70307,Manual,17.4
Diesel,SUV,Automatic,1,Audi,Audi Q5,2015,18.0,Diesel,5,50000,Automatic,14.16
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2020,5.8,Petrol,5,30000,Manual,20.89
Diesel,SUV,Automatic,1,BMW,BMW X5,2017,42.0,Diesel,5,65000,Automatic,15.97
Petrol,Hatchback,Manual,2,Maruti,Maruti Ignis,2022,5.17,Petrol,5,4108,Manual,20.89
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2020,7.5,Petrol,5,40000,Manual,18.6
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2012,2.13,Petrol,5,91926,Manual,20.36
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2014,14.5,Diesel,5,40000,Automatic,13.0
Cng,MUV,Manual,1,Maruti,Maruti Ertiga,2021,11.0,CNG,7,40000,Manual,26.08
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.11,Petrol,5,60000,Manual,21.4
Petrol,Hatchback,Manual,1,Toyota,Toyota Glanza,2021,7.45,Petrol,5,23200,Manual,21.01
Diesel,SUV,Automatic,1,Kia,Kia Seltos,2021,18.51,Diesel,5,36000,Automatic,18.0
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,4.15,Petrol,5,50000,Manual,18.9
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2017,10.75,Diesel,5,39000,Manual,17.1
Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2016,5.5,Petrol,5,55000,Automatic,21.4
Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2020,5.4,Petrol,5,55000,Manual,19.33
Petrol,MUV,Manual,1,Renault,Renault Triber,2019,5.4,Petrol,7,24777,Manual,20.0
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2016,5.75,Diesel,5,50000,Manual,24.3
Petrol,SUV,Automatic,1,Jeep,Jeep Wrangler,2021,62.0,Petrol,5,15000,Automatic,12.1
Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2012,2.86,Petrol,5,50854,Manual,22.41
Diesel,Sedan,Automatic,1,Audi,Audi A6,2014,8.9,Diesel,5,134000,Automatic,17.68
Diesel,SUV,Automatic,1,MG,MG Gloster,2021,34.49,Diesel,7,33000,Automatic,12.4
Petrol,Sedan,Automatic,1,Hyundai,Hyundai Elantra,2019,12.8,Petrol,5,34000,Automatic,14.62
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,3.56,Petrol,5,52515,Manual,22.41
Petrol,MUV,Manual,1,Toyota,Toyota Innova Crysta,2020,19.5,Petrol,7,45000,Manual,8.0
Diesel,Sedan,Automatic,1,Audi,Audi A6,2015,20.9,Diesel,5,59000,Automatic,18.53
Petrol,Sedan,Manual,2,Fiat,Fiat Linea,2009,1.15,Petrol,5,29582,Manual,16.0
Petrol,Sedan,Automatic,1,Toyota,Toyota Corolla Altis,2017,11.9,Petrol,5,41000,Automatic,14.28
Petrol,Hatchback,Manual,2,Renault,Renault KWID,2017,2.95,Petrol,5,57806,Manual,25.17
Petrol,Sedan,Automatic,1,Honda,Honda City,2019,10.0,Petrol,5,20000,Automatic,18.0
Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2018,2.13,Petrol,5,66227,Manual,22.7
Petrol,Hatchback,Manual,3,Hyundai,Hyundai i10,2010,1.35,Petrol,5,100000,Manual,19.81
Petrol,Hatchback,Automatic,2,Tata,Tata Tiago,2019,5.95,Petrol,5,43220,Automatic,23.84
Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2015,3.0,Petrol,5,100000,Manual,18.0
Petrol,Hatchback,Manual,2,Renault,Renault KWID,2018,4.25,Petrol,5,13500,Manual,23.01
Petrol,Sedan,Manual,2,Tata,Tata Tigor,2016,3.3,Petrol,5,60000,Manual,23.84
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,4.78,Petrol,5,43929,Manual,21.4
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2017,4.5,Petrol,5,70000,Manual,20.51
Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2018,9.0,Diesel,7,70000,Manual,15.1
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2020,6.8,Petrol,5,50000,Manual,21.01
Petrol,Hatchback,Manual,3,Hyundai,Hyundai i10,2010,1.35,Petrol,5,100000,Manual,19.81
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2018,3.85,Petrol,5,34250,Manual,25.17
Petrol,Hatchback,Manual,2,Honda,Honda Brio,2012,2.4,Petrol,5,90000,Manual,19.4
Petrol,Hatchback,Manual,2,Honda,Honda Brio,2012,2.4,Petrol,5,90000,Manual,19.4
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2015,3.45,Petrol,5,62150,Manual,19.81
Petrol,Hatchback,Automatic,1,Maruti,Maruti Ignis,2018,5.05,Petrol,5,41200,Automatic,20.89
Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2018,7.49,Petrol,5,67000,Automatic,14.7
Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2011,1.4,Petrol,5,41705,Manual,21.1
Petrol,SUV,Automatic,1,Mahindra,Mahindra Thar,2021,15.0,Petrol,4,9000,Automatic,15.2
Petrol,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA Class,2019,29.95,Petrol,5,27120,Automatic,13.7
Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2014,3.25,Diesel,5,120000,Manual,25.2
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2017,4.31,Petrol,5,55000,Manual,20.4
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2017,7.8,Petrol,5,69000,Manual,15.8
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2009,1.7,Petrol,5,90000,Manual,20.36
Petrol,Hatchback,Manual,1,Toyota,Toyota Glanza,2019,5.3,Petrol,5,40000,Manual,21.01
Petrol,SUV,Automatic,1,Maruti,Maruti Vitara Brezza,2021,9.49,Petrol,5,18432,Automatic,18.76
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2016,4.79,Petrol,5,43584,Manual,17.8
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,5.62,Petrol,5,17665,Manual,21.4
Diesel,SUV,Manual,2,Ford,Ford Ecosport,2017,6.0,Diesel,5,70000,Manual,22.77
Petrol,Sedan,Manual,1,Tata,Tata Tigor,2022,7.35,Petrol,5,10203,Manual,19.28
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2015,4.2,Petrol,5,70000,Manual,18.9
Petrol,Sedan,Manual,1,Honda,Honda City,2015,5.49,Petrol,5,63000,Manual,16.8
Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2013,3.22,Petrol,5,45244,Manual,16.47
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2009,1.8,Petrol,5,80000,Manual,20.36
Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,4.72,Petrol,5,77611,Manual,21.4
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2016,7.15,Petrol,5,68000,Manual,15.29
Petrol,Hatchback,Manual,1,Maruti,Maruti A-Star,2012,2.2,Petrol,5,110000,Manual,19.0
Petrol,Sedan,Manual,1,Honda,Honda City,2021,9.0,Petrol,5,30000,Manual,17.4
Petrol,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2022,25.5,Petrol,7,15000,Automatic,8.0
Petrol,Sedan,Manual,1,Honda,Honda City,2014,4.99,Petrol,5,67000,Manual,16.8
Diesel,SUV,Manual,1,Mitsubishi,Mitsubishi Pajero,2014,8.57,Diesel,7,70000,Manual,13.5
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2017,4.45,Petrol,5,34568,Manual,20.4
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2017,5.01,Petrol,5,54101,Manual,16.2
Diesel,Hatchback,Manual,1,Toyota,Toyota Etios Cross,2015,4.0,Diesel,5,120000,Manual,23.59
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2016,4.4,Petrol,5,67000,Manual,19.5
Petrol,Sedan,Automatic,2,Volkswagen,Volkswagen Vento,2016,6.31,Petrol,5,88952,Automatic,18.19
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2019,5.45,Petrol,5,65000,Manual,20.52
Petrol,Sedan,Automatic,2,Honda,Honda City,2015,5.49,Petrol,5,69000,Automatic,18.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2012,2.43,Petrol,5,50979,Manual,18.9
Diesel,Sedan,Automatic,2,Audi,Audi A4,2014,8.9,Diesel,5,95000,Automatic,17.11
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,5.46,Petrol,5,58696,Manual,18.6
Petrol,SUV,Automatic,1,BMW,BMW X4,2022,64.75,Petrol,5,8000,Automatic,12.81
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA Class,2019,28.0,Diesel,5,45000,Automatic,17.9
Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2022,10.9,Petrol,5,30000,Automatic,18.15
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2020,5.75,Petrol,5,44000,Manual,20.89
Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2022,8.0,Petrol,5,30000,Automatic,22.61
Petrol,SUV,Manual,1,Tata,Tata Nexon,2021,8.2,Petrol,5,18110,Manual,17.33
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2014,5.45,Diesel,7,90000,Manual,15.1
Petrol,SUV,Manual,2,Honda,Honda WR-V,2017,6.25,Petrol,5,24349,Manual,17.5
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2019,8.0,Diesel,5,60000,Manual,22.1
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2017,5.99,Petrol,5,81711,Manual,18.6
Cng,Hatchback,Manual,1,Tata,Tata Tiago,2022,7.25,CNG,5,30400,Manual,26.49
Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2013,2.16,Petrol,5,23961,Manual,21.1
Petrol,Hatchback,Manual,1,Toyota,Toyota Etios Liva,2018,5.25,Petrol,5,66300,Manual,17.71
Diesel,Coupe,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC Coupe,2020,69.5,Diesel,5,38000,Automatic,16.34
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio X,2019,4.8,Petrol,5,20802,Manual,21.63
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R Stingray,2013,2.76,Petrol,5,54420,Manual,20.51
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz S-Class,2014,34.5,Diesel,5,72000,Automatic,13.5
Petrol,SUV,Automatic,1,Lexus,Lexus RX,2020,88.0,Petrol,5,19000,Automatic,18.8
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2012,3.35,Petrol,5,92000,Manual,17.01
Diesel,Sedan,Automatic,1,Audi,Audi A3,2019,22.9,Diesel,5,24000,Automatic,20.38
Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,2018,11.5,Petrol,5,59801,Automatic,14.8
Petrol,SUV,Automatic,1,Maruti,Maruti Vitara Brezza,2020,9.85,Petrol,5,32228,Automatic,18.76
Petrol,SUV,Manual,3,Mitsubishi,Mitsubishi Outlander,2012,15.5,Petrol,5,102788,Manual,11.3
Diesel,Sedan,Manual,1,Honda,Honda Amaze,2018,5.67,Diesel,5,88594,Manual,25.8
Petrol,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz CLA,2018,27.75,Petrol,5,21000,Automatic,15.04
Diesel,SUV,Manual,2,Hyundai,Hyundai Creta,2017,8.8,Diesel,5,33756,Manual,19.67
Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,7.38,Petrol,5,38192,Manual,17.5
Diesel,MUV,Automatic,1,Kia,Kia Carnival,2020,30.5,Diesel,7,50000,Automatic,14.11
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2017,4.69,Petrol,5,97411,Manual,17.8
Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2021,9.35,Petrol,5,11077,Automatic,17.1
Diesel,SUV,Manual,2,Hyundai,Hyundai Creta,2020,12.9,Diesel,5,55000,Manual,19.67
Petrol,Sedan,Automatic,1,Skoda,Skoda Rapid,2016,7.65,Petrol,5,43100,Automatic,14.3
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2018,7.65,Diesel,5,82501,Manual,23.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,5.24,Petrol,5,91881,Manual,21.4
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2017,3.8,Petrol,5,36000,Manual,20.4
Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2018,6.21,Petrol,5,62479,Automatic,21.4
Diesel,SUV,Manual,2,Mahindra,Mahindra Scorpio,2016,9.9,Diesel,7,53000,Manual,15.4
Petrol,Hatchback,Manual,2,Honda,Honda Brio,2013,2.3,Petrol,5,51000,Manual,19.4
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,5.49,Petrol,5,63774,Manual,18.6
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2017,4.75,Petrol,5,45000,Manual,17.8
Petrol,Sedan,Manual,1,Hyundai,Hyundai Aura,2021,7.75,Petrol,5,21900,Manual,20.5
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2016,6.49,Petrol,5,27381,Manual,17.01
Cng,Hatchback,Manual,2,Maruti,Maruti Alto 800,2017,2.9,CNG,5,54147,Manual,30.46
Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2020,5.51,CNG,5,56716,Manual,32.52
Diesel,SUV,Automatic,2,Land Rover,Land Rover Range Rover Sport,2017,72.0,Diesel,5,68000,Automatic,12.65
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2015,2.95,Petrol,5,49000,Manual,21.79
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,4.85,Petrol,5,63000,Manual,20.85
Diesel,Hatchback,Manual,1,Tata,Tata Indica V2,2011,1.95,Diesel,5,77000,Manual,25.0
Diesel,SUV,Automatic,1,BMW,BMW X1,2023,54.0,Diesel,5,3000,Automatic,20.37
Diesel,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2019,17.75,Diesel,7,54000,Automatic,11.36
Petrol,Sedan,Manual,1,Honda,Honda City,2018,8.25,Petrol,5,55000,Manual,17.4
Petrol,Sedan,Automatic,2,Skoda,Skoda Octavia,2018,16.5,Petrol,5,50000,Automatic,15.1
Petrol,Sedan,Manual,2,Hyundai,Hyundai Verna,2019,10.16,Petrol,5,14598,Manual,17.0
Diesel,SUV,Automatic,2,Toyota,Toyota Fortuner,2015,11.95,Diesel,7,96000,Automatic,12.55
Diesel,SUV,Manual,2,Maruti,Maruti Vitara Brezza,2018,7.36,Diesel,5,40190,Manual,24.3
Petrol,SUV,Automatic,1,Audi,Audi Q7,2022,91.0,Petrol,7,8000,Automatic,11.21
Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,2016,7.66,Diesel,5,80000,Automatic,17.01
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2016,8.59,Petrol,5,46445,Manual,13.0
Petrol,MUV,Manual,1,Toyota,Toyota Innova Crysta,2022,19.1,Petrol,7,6000,Manual,8.0
Petrol,Sedan,Automatic,1,BMW,BMW 6 Series,2021,69.0,Petrol,4,26000,Automatic,13.32
Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2017,7.04,Petrol,5,65083,Manual,20.73
Diesel,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz M-Class,2014,17.51,Diesel,5,150000,Automatic,11.74
Petrol,Sedan,Automatic,1,Honda,Honda City,2021,14.43,Petrol,5,5378,Automatic,18.3
Petrol,Sedan,Automatic,1,Honda,Honda City,2016,7.65,Petrol,5,63001,Automatic,18.0
Diesel,Sedan,Automatic,2,Audi,Audi A4,2014,9.5,Diesel,5,68000,Automatic,17.11
Petrol,MUV,Manual,1,Renault,Renault Triber,2022,6.75,Petrol,7,15000,Manual,20.0
Diesel,SUV,Automatic,1,Audi,Audi Q5,2017,20.95,Diesel,5,106180,Automatic,13.22
Diesel,SUV,Manual,1,Tata,Tata Harrier,2020,14.0,Diesel,5,68000,Manual,16.35
Petrol,Sedan,Manual,1,Honda,Honda City,2018,8.5,Petrol,5,55000,Manual,17.4
Diesel,SUV,Manual,1,Mahindra,Mahindra Thar,2020,14.85,Diesel,4,12010,Manual,15.2
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2020,6.21,Petrol,5,60665,Manual,21.01
Diesel,MUV,Manual,2,Maruti,Maruti Ertiga,2012,7.27,Diesel,7,82896,Manual,20.77
Diesel,Coupe,Automatic,2,Mercedes-Benz,Mercedes-Benz CLS-Class,2019,65.0,Diesel,5,35000,Automatic,19.0
Petrol,SUV,Automatic,1,Maruti,Maruti Jimny,2023,17.25,Petrol,4,1000,Automatic,16.39
Petrol,Sedan,Manual,1,Honda,Honda City,2015,6.22,Petrol,5,57463,Manual,17.4
Diesel,SUV,Automatic,2,Volvo,Volvo XC60,2020,52.0,Diesel,5,25000,Automatic,11.2
Petrol,SUV,Manual,1,Ford,Ford Ecosport,2016,6.25,Petrol,5,58716,Manual,15.85
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,7.25,Petrol,5,27000,Manual,21.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,5.32,Petrol,5,51017,Manual,21.4
Petrol,Hatchback,Automatic,1,Mini,Mini Cooper Clubman,2020,43.0,Petrol,5,25000,Automatic,13.79
Petrol,SUV,Automatic,2,Land Rover,Land Rover Discovery,2017,36.45,Petrol,7,33000,Automatic,18.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2022,7.1,Petrol,5,17000,Manual,22.35
Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner,2014,13.9,Diesel,7,95000,Automatic,12.55
Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2016,6.9,Petrol,5,49000,Automatic,19.12
Petrol,Sedan,Automatic,2,Audi,Audi A4,2015,20.0,Petrol,5,34000,Automatic,15.64
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2013,3.5,Petrol,5,70000,Manual,20.85
Petrol,SUV,Manual,1,Kia,Kia Sonet,2020,11.45,Petrol,5,29100,Manual,18.2
Petrol,Sedan,Manual,1,Tata,Tata Tigor,2018,5.18,Petrol,5,57116,Manual,20.3
Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2016,2.61,Petrol,5,56000,Manual,21.1
Petrol,SUV,Manual,1,Honda,Honda WR-V,2021,8.66,Petrol,5,9343,Manual,16.5
Petrol,Sedan,Automatic,2,Audi,Audi A6,2021,51.0,Petrol,5,15000,Automatic,14.11
Petrol,SUV,Automatic,2,Hyundai,Hyundai Creta,2017,9.44,Petrol,5,90347,Automatic,13.0
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2021,89.0,Diesel,5,36000,Automatic,13.5
Diesel,SUV,Automatic,1,BMW,BMW X1,2017,21.25,Diesel,5,60000,Automatic,17.05
Petrol,Sedan,Manual,1,Ford,Ford Aspire,2019,5.18,Petrol,5,64668,Manual,19.4
Diesel,SUV,Automatic,0,MG,MG Gloster,2023,45.0,Diesel,6,7800,Automatic,12.04
